[ViewPinGetPinApi.java] [Internal ID:WR864909, CID: NGA_ViewPin_1234sdfsdf , PID:6679456189, BRAND: Halifax , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:GetPIN: PIN block returned to App
[ViewPinGetPinApi.java] [Internal ID:WR864909, CID: NGA_ViewPin_1234sdfsdf , PID:6679456189, BRAND: Halifax , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:Falcon Update is successful
[ViewPinGetPinApi.java] [Internal ID:WR864909, CID: NGA_ViewPin_1234sdfsdf , PID:6679456189, BRAND: Halifax , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:IBC Audit event is successful
[ViewPinGetPinApi.java] [Internal ID:WR864909, CID: NGA_ViewPin_1234sdfsdf , PID:6679456189, BRAND: Halifax , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:DRE update is successful
[ViewPinGetPinApi.java] [Internal ID:WR864909, CID: NGA_ViewPin_1234sdfsdf , PID:6679456189, BRAND: Halifax , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:HMAC Signature verified sucessfully
[ViewPinGetPinApi.java] [Internal ID:WR864909, CID: NGA_ViewPin_1234sdfsdf , PID:6679456189, BRAND: Halifax , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:GetCards: Returned data to app
[ViewPinGetPinApi.java] [Internal ID:WR864909, CID: NGA_ViewPin_1234sdfsdf , PID:6679456189, BRAND: Halifax , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:Debit card call is successful
[ViewPinGetPinApi.java] [Internal ID:WR864909, CID: NGA_ViewPin_1234sdfsdf , PID:6679456189, BRAND: Halifax , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:Product holdings retrieved data
[ViewPinGetPinApi.java] [Internal ID:WR864909, CID: NGA_ViewPin_1234sdfsdf , PID:6679456189, BRAND: Halifax , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:Retrieve parties completed
[ViewPinGetPinApi.java] [Internal ID:WR864910, CID: NGA_ViewPin_1234sdfsdf , PID:6679456190, BRAND: BOS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:GetPIN: PIN block returned to App
[ViewPinGetPinApi.java] [Internal ID:WR864910, CID: NGA_ViewPin_1234sdfsdf , PID:6679456190, BRAND: BOS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:Falcon Update is successful
[ViewPinGetPinApi.java] [Internal ID:WR864910, CID: NGA_ViewPin_1234sdfsdf , PID:6679456190, BRAND: BOS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:IBC Audit event is successful
[ViewPinGetPinApi.java] [Internal ID:WR864910, CID: NGA_ViewPin_1234sdfsdf , PID:6679456190, BRAND: BOS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:DRE update is successful
[ViewPinGetPinApi.java] [Internal ID:WR864910, CID: NGA_ViewPin_1234sdfsdf , PID:6679456190, BRAND: BOS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:HMAC Signature verified sucessfully
[ViewPinGetPinApi.java] [Internal ID:WR864910, CID: NGA_ViewPin_1234sdfsdf , PID:6679456190, BRAND: BOS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:GetCards: Returned data to app
[ViewPinGetPinApi.java] [Internal ID:WR864910, CID: NGA_ViewPin_1234sdfsdf , PID:6679456190, BRAND: BOS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:Debit card call is successful
[ViewPinGetPinApi.java] [Internal ID:WR864910, CID: NGA_ViewPin_1234sdfsdf , PID:6679456190, BRAND: BOS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:Product holdings retrieved data
[ViewPinGetPinApi.java] [Internal ID:WR864910, CID: NGA_ViewPin_1234sdfsdf , PID:6679456190, BRAND: BOS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:Retrieve parties completed
[ViewPinGetPinApi.java] [Internal ID:WR864911, CID: NGA_ViewPin_1234sdfsdf , PID:6679456191, BRAND: LLOYDS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:GetPIN: PIN block returned to App
[ViewPinGetPinApi.java] [Internal ID:WR864911, CID: NGA_ViewPin_1234sdfsdf , PID:6679456191, BRAND: LLOYDS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:Falcon Update is successful
[ViewPinGetPinApi.java] [Internal ID:WR864911, CID: NGA_ViewPin_1234sdfsdf , PID:6679456191, BRAND: LLOYDS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:IBC Audit event is successful
[ViewPinGetPinApi.java] [Internal ID:WR864911, CID: NGA_ViewPin_1234sdfsdf , PID:6679456191, BRAND: LLOYDS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:DRE update is successful
[ViewPinGetPinApi.java] [Internal ID:WR864911, CID: NGA_ViewPin_1234sdfsdf , PID:6679456191, BRAND: LLOYDS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:HMAC Signature verified sucessfully
[ViewPinGetPinApi.java] [Internal ID:WR864911, CID: NGA_ViewPin_1234sdfsdf , PID:6679456191, BRAND: LLOYDS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:GetCards: Returned data to app
[ViewPinGetPinApi.java] [Internal ID:WR864911, CID: NGA_ViewPin_1234sdfsdf , PID:6679456191, BRAND: LLOYDS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:Debit card call is successful
[ViewPinGetPinApi.java] [Internal ID:WR864911, CID: NGA_ViewPin_1234sdfsdf , PID:6679456191, BRAND: LLOYDS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:Product holdings retrieved data
[ViewPinGetPinApi.java] [Internal ID:WR864911, CID: NGA_ViewPin_1234sdfsdf , PID:6679456191, BRAND: LLOYDS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:Retrieve parties completed
[ViewPinGetPinApi.java] [Internal ID:WR864912, CID: NGA_ViewPin_1234sdfsdf , PID:6679456192, BRAND: MBNA , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: C ] - MSG=VP-STAGE:GetPIN: PIN block returned to App
[ViewPinGetPinApi.java] [Internal ID:WR864912, CID: NGA_ViewPin_1234sdfsdf , PID:6679456192, BRAND: MBNA , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: C ] - MSG=VP-STAGE:Falcon Update is successful
[ViewPinGetPinApi.java] [Internal ID:WR864912, CID: NGA_ViewPin_1234sdfsdf , PID:6679456192, BRAND: MBNA , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: C ] - MSG=VP-STAGE:IBC Audit event is successful
[ViewPinGetPinApi.java] [Internal ID:WR864912, CID: NGA_ViewPin_1234sdfsdf , PID:6679456192, BRAND: MBNA , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: C ] - MSG=VP-STAGE:DRE update is successful
[ViewPinGetPinApi.java] [Internal ID:WR864912, CID: NGA_ViewPin_1234sdfsdf , PID:6679456192, BRAND: MBNA , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: C ] - MSG=VP-STAGE:HMAC Signature verified sucessfully
[ViewPinGetPinApi.java] [Internal ID:WR864912, CID: NGA_ViewPin_1234sdfsdf , PID:6679456192, BRAND: MBNA , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: C ] - MSG=VP-STAGE:GetCards: Returned data to app
[ViewPinGetPinApi.java] [Internal ID:WR864912, CID: NGA_ViewPin_1234sdfsdf , PID:6679456192, BRAND: MBNA , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: C ] - MSG=VP-STAGE:Debit card call is successful
[ViewPinGetPinApi.java] [Internal ID:WR864912, CID: NGA_ViewPin_1234sdfsdf , PID:6679456192, BRAND: MBNA , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: C ] - MSG=VP-STAGE:Product holdings retrieved data
[ViewPinGetPinApi.java] [Internal ID:WR864912, CID: NGA_ViewPin_1234sdfsdf , PID:6679456192, BRAND: MBNA , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: C ] - MSG=VP-STAGE:Retrieve parties completed
[ViewPinGetPinApi.java] [Internal ID:WR864913, CID: NGA_ViewPin_1234sdfsdf , PID:6679456193, BRAND: Halifax , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: iOS , CARD-TYPE: D ] - MSG=VP-STAGE:GetPIN: PIN block returned to App
[ViewPinGetPinApi.java] [Internal ID:WR864913, CID: NGA_ViewPin_1234sdfsdf , PID:6679456193, BRAND: Halifax , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: iOS , CARD-TYPE: D ] - MSG=VP-STAGE:Falcon Update is successful
[ViewPinGetPinApi.java] [Internal ID:WR864913, CID: NGA_ViewPin_1234sdfsdf , PID:6679456193, BRAND: Halifax , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: iOS , CARD-TYPE: D ] - MSG=VP-STAGE:IBC Audit event is successful
[ViewPinGetPinApi.java] [Internal ID:WR864913, CID: NGA_ViewPin_1234sdfsdf , PID:6679456193, BRAND: Halifax , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: iOS , CARD-TYPE: D ] - MSG=VP-STAGE:DRE update is successful
[ViewPinGetPinApi.java] [Internal ID:WR864913, CID: NGA_ViewPin_1234sdfsdf , PID:6679456193, BRAND: Halifax , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: iOS , CARD-TYPE: D ] - MSG=VP-STAGE:HMAC Signature verified sucessfully
[ViewPinGetPinApi.java] [Internal ID:WR864913, CID: NGA_ViewPin_1234sdfsdf , PID:6679456193, BRAND: Halifax , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: iOS , CARD-TYPE: D ] - MSG=VP-STAGE:GetCards: Returned data to app
[ViewPinGetPinApi.java] [Internal ID:WR864913, CID: NGA_ViewPin_1234sdfsdf , PID:6679456193, BRAND: Halifax , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: iOS , CARD-TYPE: D ] - MSG=VP-STAGE:Debit card call is successful
[ViewPinGetPinApi.java] [Internal ID:WR864913, CID: NGA_ViewPin_1234sdfsdf , PID:6679456193, BRAND: Halifax , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: iOS , CARD-TYPE: D ] - MSG=VP-STAGE:Product holdings retrieved data
[ViewPinGetPinApi.java] [Internal ID:WR864913, CID: NGA_ViewPin_1234sdfsdf , PID:6679456193, BRAND: Halifax , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: iOS , CARD-TYPE: D ] - MSG=VP-STAGE:Retrieve parties completed
[ViewPinGetPinApi.java] [Internal ID:WR864914, CID: NGA_ViewPin_1234sdfsdf , PID:6679456194, BRAND: BOS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: iOS , CARD-TYPE: D ] - MSG=VP-STAGE:GetPIN: PIN block returned to App
[ViewPinGetPinApi.java] [Internal ID:WR864914, CID: NGA_ViewPin_1234sdfsdf , PID:6679456194, BRAND: BOS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: iOS , CARD-TYPE: D ] - MSG=VP-STAGE:Falcon Update is successful
[ViewPinGetPinApi.java] [Internal ID:WR864914, CID: NGA_ViewPin_1234sdfsdf , PID:6679456194, BRAND: BOS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: iOS , CARD-TYPE: D ] - MSG=VP-STAGE:IBC Audit event is successful
[ViewPinGetPinApi.java] [Internal ID:WR864914, CID: NGA_ViewPin_1234sdfsdf , PID:6679456194, BRAND: BOS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: iOS , CARD-TYPE: D ] - MSG=VP-STAGE:DRE update is successful
[ViewPinGetPinApi.java] [Internal ID:WR864914, CID: NGA_ViewPin_1234sdfsdf , PID:6679456194, BRAND: BOS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: iOS , CARD-TYPE: D ] - MSG=VP-STAGE:HMAC Signature verified sucessfully
[ViewPinGetPinApi.java] [Internal ID:WR864914, CID: NGA_ViewPin_1234sdfsdf , PID:6679456194, BRAND: BOS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: iOS , CARD-TYPE: D ] - MSG=VP-STAGE:GetCards: Returned data to app
[ViewPinGetPinApi.java] [Internal ID:WR864914, CID: NGA_ViewPin_1234sdfsdf , PID:6679456194, BRAND: BOS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: iOS , CARD-TYPE: D ] - MSG=VP-STAGE:Debit card call is successful
[ViewPinGetPinApi.java] [Internal ID:WR864914, CID: NGA_ViewPin_1234sdfsdf , PID:6679456194, BRAND: BOS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: iOS , CARD-TYPE: D ] - MSG=VP-STAGE:Product holdings retrieved data
[ViewPinGetPinApi.java] [Internal ID:WR864914, CID: NGA_ViewPin_1234sdfsdf , PID:6679456194, BRAND: BOS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: iOS , CARD-TYPE: D ] - MSG=VP-STAGE:Retrieve parties completed
[ViewPinGetPinApi.java] [Internal ID:WR864915, CID: NGA_ViewPin_1234sdfsdf , PID:6679456195, BRAND: LLOYDS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: iOS , CARD-TYPE: D ] - MSG=VP-STAGE:GetPIN: PIN block returned to App
[ViewPinGetPinApi.java] [Internal ID:WR864915, CID: NGA_ViewPin_1234sdfsdf , PID:6679456195, BRAND: LLOYDS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: iOS , CARD-TYPE: D ] - MSG=VP-STAGE:Falcon Update is successful
[ViewPinGetPinApi.java] [Internal ID:WR864915, CID: NGA_ViewPin_1234sdfsdf , PID:6679456195, BRAND: LLOYDS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: iOS , CARD-TYPE: D ] - MSG=VP-STAGE:IBC Audit event is successful
[ViewPinGetPinApi.java] [Internal ID:WR864915, CID: NGA_ViewPin_1234sdfsdf , PID:6679456195, BRAND: LLOYDS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: iOS , CARD-TYPE: D ] - MSG=VP-STAGE:DRE update is successful
[ViewPinGetPinApi.java] [Internal ID:WR864915, CID: NGA_ViewPin_1234sdfsdf , PID:6679456195, BRAND: LLOYDS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: iOS , CARD-TYPE: D ] - MSG=VP-STAGE:HMAC Signature verified sucessfully
[ViewPinGetPinApi.java] [Internal ID:WR864915, CID: NGA_ViewPin_1234sdfsdf , PID:6679456195, BRAND: LLOYDS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: iOS , CARD-TYPE: D ] - MSG=VP-STAGE:GetCards: Returned data to app
[ViewPinGetPinApi.java] [Internal ID:WR864915, CID: NGA_ViewPin_1234sdfsdf , PID:6679456195, BRAND: LLOYDS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: iOS , CARD-TYPE: D ] - MSG=VP-STAGE:Debit card call is successful
[ViewPinGetPinApi.java] [Internal ID:WR864915, CID: NGA_ViewPin_1234sdfsdf , PID:6679456195, BRAND: LLOYDS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: iOS , CARD-TYPE: D ] - MSG=VP-STAGE:Product holdings retrieved data
[ViewPinGetPinApi.java] [Internal ID:WR864915, CID: NGA_ViewPin_1234sdfsdf , PID:6679456195, BRAND: LLOYDS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: iOS , CARD-TYPE: D ] - MSG=VP-STAGE:Retrieve parties completed
[ViewPinGetPinApi.java] [Internal ID:WR864916, CID: NGA_ViewPin_1234sdfsdf , PID:6679456196, BRAND: MBNA , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: iOS , CARD-TYPE: C ] - MSG=VP-STAGE:GetPIN: PIN block returned to App
[ViewPinGetPinApi.java] [Internal ID:WR864916, CID: NGA_ViewPin_1234sdfsdf , PID:6679456196, BRAND: MBNA , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: iOS , CARD-TYPE: C ] - MSG=VP-STAGE:Falcon Update is successful
[ViewPinGetPinApi.java] [Internal ID:WR864916, CID: NGA_ViewPin_1234sdfsdf , PID:6679456196, BRAND: MBNA , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: iOS , CARD-TYPE: C ] - MSG=VP-STAGE:IBC Audit event is successful
[ViewPinGetPinApi.java] [Internal ID:WR864916, CID: NGA_ViewPin_1234sdfsdf , PID:6679456196, BRAND: MBNA , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: iOS , CARD-TYPE: C ] - MSG=VP-STAGE:DRE update is successful
[ViewPinGetPinApi.java] [Internal ID:WR864916, CID: NGA_ViewPin_1234sdfsdf , PID:6679456196, BRAND: MBNA , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: iOS , CARD-TYPE: C ] - MSG=VP-STAGE:HMAC Signature verified sucessfully
[ViewPinGetPinApi.java] [Internal ID:WR864916, CID: NGA_ViewPin_1234sdfsdf , PID:6679456196, BRAND: MBNA , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: iOS , CARD-TYPE: C ] - MSG=VP-STAGE:GetCards: Returned data to app
[ViewPinGetPinApi.java] [Internal ID:WR864916, CID: NGA_ViewPin_1234sdfsdf , PID:6679456196, BRAND: MBNA , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: iOS , CARD-TYPE: C ] - MSG=VP-STAGE:Debit card call is successful
[ViewPinGetPinApi.java] [Internal ID:WR864916, CID: NGA_ViewPin_1234sdfsdf , PID:6679456196, BRAND: MBNA , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: iOS , CARD-TYPE: C ] - MSG=VP-STAGE:Product holdings retrieved data
[ViewPinGetPinApi.java] [Internal ID:WR864916, CID: NGA_ViewPin_1234sdfsdf , PID:6679456196, BRAND: MBNA , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: iOS , CARD-TYPE: C ] - MSG=VP-STAGE:Retrieve parties completed
[ViewPinGetPinApi.java] [Internal ID:WR864917, CID: NGA_ViewPin_1234sdfsdf , PID:6679456197, BRAND: Halifax , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:GetPIN: PIN block returned to App
[ViewPinGetPinApi.java] [Internal ID:WR864917, CID: NGA_ViewPin_1234sdfsdf , PID:6679456197, BRAND: Halifax , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:Falcon Update is successful
[ViewPinGetPinApi.java] [Internal ID:WR864917, CID: NGA_ViewPin_1234sdfsdf , PID:6679456197, BRAND: Halifax , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:IBC Audit event is successful
[ViewPinGetPinApi.java] [Internal ID:WR864917, CID: NGA_ViewPin_1234sdfsdf , PID:6679456197, BRAND: Halifax , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:DRE update is successful
[ViewPinGetPinApi.java] [Internal ID:WR864917, CID: NGA_ViewPin_1234sdfsdf , PID:6679456197, BRAND: Halifax , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:HMAC Signature verified sucessfully
[ViewPinGetPinApi.java] [Internal ID:WR864917, CID: NGA_ViewPin_1234sdfsdf , PID:6679456197, BRAND: Halifax , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:GetCards: Returned data to app
[ViewPinGetPinApi.java] [Internal ID:WR864917, CID: NGA_ViewPin_1234sdfsdf , PID:6679456197, BRAND: Halifax , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:Debit card call is successful
[ViewPinGetPinApi.java] [Internal ID:WR864917, CID: NGA_ViewPin_1234sdfsdf , PID:6679456197, BRAND: Halifax , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:Product holdings retrieved data
[ViewPinGetPinApi.java] [Internal ID:WR864917, CID: NGA_ViewPin_1234sdfsdf , PID:6679456197, BRAND: Halifax , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:Retrieve parties completed
[ViewPinGetPinApi.java] [Internal ID:WR864918, CID: NGA_ViewPin_1234sdfsdf , PID:6679456198, BRAND: BOS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:GetPIN: PIN block returned to App
[ViewPinGetPinApi.java] [Internal ID:WR864918, CID: NGA_ViewPin_1234sdfsdf , PID:6679456198, BRAND: BOS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:Falcon Update is successful
[ViewPinGetPinApi.java] [Internal ID:WR864918, CID: NGA_ViewPin_1234sdfsdf , PID:6679456198, BRAND: BOS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:IBC Audit event is successful
[ViewPinGetPinApi.java] [Internal ID:WR864918, CID: NGA_ViewPin_1234sdfsdf , PID:6679456198, BRAND: BOS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:DRE update is successful
[ViewPinGetPinApi.java] [Internal ID:WR864918, CID: NGA_ViewPin_1234sdfsdf , PID:6679456198, BRAND: BOS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:HMAC Signature verified sucessfully
[ViewPinGetPinApi.java] [Internal ID:WR864918, CID: NGA_ViewPin_1234sdfsdf , PID:6679456198, BRAND: BOS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:GetCards: Returned data to app
[ViewPinGetPinApi.java] [Internal ID:WR864918, CID: NGA_ViewPin_1234sdfsdf , PID:6679456198, BRAND: BOS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:Debit card call is successful
[ViewPinGetPinApi.java] [Internal ID:WR864918, CID: NGA_ViewPin_1234sdfsdf , PID:6679456198, BRAND: BOS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:Product holdings retrieved data
[ViewPinGetPinApi.java] [Internal ID:WR864918, CID: NGA_ViewPin_1234sdfsdf , PID:6679456198, BRAND: BOS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:Retrieve parties completed
[ViewPinGetPinApi.java] [Internal ID:WR864919, CID: NGA_ViewPin_1234sdfsdf , PID:6679456199, BRAND: LLOYDS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:GetPIN: PIN block returned to App
[ViewPinGetPinApi.java] [Internal ID:WR864919, CID: NGA_ViewPin_1234sdfsdf , PID:6679456199, BRAND: LLOYDS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:Falcon Update is successful
[ViewPinGetPinApi.java] [Internal ID:WR864919, CID: NGA_ViewPin_1234sdfsdf , PID:6679456199, BRAND: LLOYDS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:IBC Audit event is successful
[ViewPinGetPinApi.java] [Internal ID:WR864919, CID: NGA_ViewPin_1234sdfsdf , PID:6679456199, BRAND: LLOYDS , APP-NAME: NGA , APP-VERSION: 118.0 , Platform: Android , CARD-TYPE: D ] - MSG=VP-STAGE:DRE update is successful
